Date,Time(hours),Bus_id,Weather Condition,Temperature,Bus Stop ID,Bus Delay (mins),Population Density,Holiday Flag,Distance from Previous Bus Stop (km),Total Passenger Count,Bus Frequency (per hour),People Waiting
28/11/2024,16:00:00,Bus_19,Rainy,11,20,30,7915,1,4.82,282,5,58
18/11/2024,07:00:00,Bus_14,Foggy,35,3,16,7266,1,3.13,385,1,93
28/11/2024,17:00:00,Bus_19,Rainy,20,5,27,7090,1,2.6,260,4,221
28/11/2024,22:00:00,Bus_3,Rainy,25,9,23,5521,0,4.81,39,2,211
05/11/2024,12:00:00,Bus_10,Clear,35,29,19,5581,0,3.57,54,3,428
09/11/2024,19:00:00,Bus_19,Rainy,13,6,22,4390,0,2.19,474,1,232
04/11/2024,05:00:00,Bus_9,Rainy,28,25,17,4130,0,1.51,161,1,262
27/11/2024,07:00:00,Bus_13,Cloudy,33,22,17,5486,0,4.37,289,5,364
22/11/2024,12:00:00,Bus_7,Sunny,17,2,21,3834,0,2.45,200,1,103
17/11/2024,08:00:00,Bus_14,Clear,29,13,13,3226,0,3.64,276,2,50
09/11/2024,20:00:00,Bus_9,Clear,34,5,17,6515,0,2.88,16,5,374
01/11/2024,14:00:00,Bus_19,Clear,28,28,14,7537,0,1.8,405,1,110
21/11/2024,16:00:00,Bus_15,Cloudy,15,27,14,5443,1,3.41,173,3,456
20/11/2024,18:00:00,Bus_14,Rainy,30,25,5,3727,1,1.24,248,2,88
13/11/2024,18:00:00,Bus_6,Sunny,12,8,26,6686,0,2.65,383,3,20
28/11/2024,06:00:00,Bus_4,Foggy,21,23,14,6622,0,3.19,218,3,14
16/11/2024,09:00:00,Bus_8,Rainy,21,1,17,4036,0,2.74,87,5,133
29/11/2024,09:00:00,Bus_17,Cloudy,18,20,3,4832,0,3.99,82,4,425
13/11/2024,10:00:00,Bus_9,Rainy,26,12,22,5740,1,4.31,62,5,296
14/11/2024,17:00:00,Bus_1,Rainy,25,23,7,3492,1,4.08,287,2,34
03/11/2024,13:00:00,Bus_14,Cloudy,28,11,14,4548,0,1.16,500,2,380
29/11/2024,19:00:00,Bus_11,Clear,28,7,2,4143,1,1.78,42,5,208
06/11/2024,18:00:00,Bus_3,Clear,21,15,29,6957,1,3.15,12,4,301
18/11/2024,11:00:00,Bus_9,Sunny,25,22,14,6407,0,4.74,321,5,199
19/11/2024,06:00:00,Bus_14,Sunny,30,24,12,3639,0,4.34,234,2,80
05/11/2024,11:00:00,Bus_9,Clear,12,11,8,3172,0,4.37,329,4,71
15/11/2024,10:00:00,Bus_4,Foggy,9,29,1,7354,0,2.21,131,2,155
25/11/2024,21:00:00,Bus_4,Rainy,9,22,23,6959,1,2.72,115,4,78
02/11/2024,06:00:00,Bus_8,Foggy,23,26,7,3516,0,2.88,218,4,78
10/11/2024,07:00:00,Bus_2,Rainy,21,16,28,3522,1,1.63,137,5,172
24/11/2024,09:00:00,Bus_9,Clear,25,3,29,4917,0,1.12,106,5,289
30/11/2024,09:00:00,Bus_14,Sunny,32,20,19,5886,1,4.79,179,5,33
18/11/2024,05:00:00,Bus_9,Sunny,34,14,16,5164,0,1.96,16,4,300
27/11/2024,12:00:00,Bus_16,Foggy,16,3,12,4929,0,1.96,472,4,276
13/11/2024,16:00:00,Bus_17,Sunny,26,1,0,6945,1,1.33,242,2,367
05/11/2024,08:00:00,Bus_16,Clear,35,26,1,5209,1,4.71,334,3,420
23/11/2024,17:00:00,Bus_12,Foggy,21,21,29,6783,1,3.32,381,5,7
24/11/2024,19:00:00,Bus_3,Rainy,31,15,14,5590,0,3.67,387,2,160
01/11/2024,15:00:00,Bus_11,Sunny,22,1,11,7934,1,4.65,226,2,240
22/11/2024,14:00:00,Bus_14,Cloudy,16,17,13,7076,1,2.38,481,1,451
01/11/2024,07:00:00,Bus_18,Sunny,16,2,24,4093,1,3.49,242,5,423
18/11/2024,18:00:00,Bus_5,Rainy,35,29,28,6880,1,1.16,408,2,477
15/11/2024,20:00:00,Bus_16,Foggy,34,20,1,5494,1,1.75,457,1,24
17/11/2024,14:00:00,Bus_5,Rainy,23,6,17,5579,1,4.32,141,5,214
11/11/2024,14:00:00,Bus_3,Cloudy,35,8,21,5488,1,4.07,386,4,70
21/11/2024,16:00:00,Bus_12,Clear,21,29,6,5785,1,2.4,199,1,368
26/11/2024,13:00:00,Bus_1,Sunny,15,16,28,5758,1,2.51,112,4,216
25/11/2024,05:00:00,Bus_9,Foggy,13,19,22,4574,0,3.13,127,3,104
22/11/2024,09:00:00,Bus_9,Clear,25,1,30,5373,0,1,21,3,215
27/11/2024,12:00:00,Bus_4,Rainy,33,3,28,6990,1,1.96,147,3,54
27/11/2024,15:00:00,Bus_3,Foggy,24,28,24,7845,0,1.83,89,3,294
17/11/2024,16:00:00,Bus_17,Clear,31,3,5,4093,0,2,303,2,330
13/11/2024,05:00:00,Bus_2,Foggy,10,5,13,4189,1,4.22,406,3,336
01/11/2024,15:00:00,Bus_1,Cloudy,30,27,7,5689,1,2.12,203,2,203
02/11/2024,09:00:00,Bus_8,Cloudy,26,12,26,7095,1,1.77,417,2,288
09/11/2024,19:00:00,Bus_13,Sunny,25,12,21,4875,1,3.02,416,5,45
03/11/2024,09:00:00,Bus_15,Sunny,15,20,1,6406,1,4.46,448,2,317
01/11/2024,16:00:00,Bus_8,Cloudy,21,13,16,4787,1,1.97,85,2,198
21/11/2024,09:00:00,Bus_12,Foggy,26,20,4,6932,0,1.31,167,3,216
16/11/2024,21:00:00,Bus_12,Cloudy,22,9,13,4607,1,2.43,384,2,481
23/11/2024,21:00:00,Bus_14,Sunny,26,7,24,6748,0,3.99,468,4,309
06/11/2024,16:00:00,Bus_15,Cloudy,21,4,23,3048,1,3.2,72,3,384
28/11/2024,19:00:00,Bus_15,Cloudy,19,19,29,6861,1,4.27,298,1,435
17/11/2024,19:00:00,Bus_9,Foggy,29,22,28,5180,0,4.84,485,3,332
05/11/2024,10:00:00,Bus_19,Clear,29,19,19,6046,1,4.17,9,2,184
05/11/2024,16:00:00,Bus_8,Sunny,24,6,20,5833,1,3.42,281,4,27
06/11/2024,22:00:00,Bus_19,Foggy,31,27,28,4397,0,2.97,473,3,166
03/11/2024,18:00:00,Bus_6,Cloudy,25,13,20,6826,1,1.16,481,4,318
21/11/2024,06:00:00,Bus_19,Cloudy,16,11,21,7574,0,4.94,258,1,274
23/11/2024,13:00:00,Bus_4,Clear,27,13,2,3831,1,2.53,275,1,383
05/11/2024,09:00:00,Bus_7,Sunny,28,13,4,5697,1,1.61,238,5,365
21/11/2024,05:00:00,Bus_4,Sunny,23,28,15,7777,0,3.67,20,5,103
05/11/2024,07:00:00,Bus_12,Rainy,17,25,17,5735,1,2.14,490,3,448
10/11/2024,10:00:00,Bus_13,Sunny,28,22,25,3081,0,3.34,233,5,333
10/11/2024,09:00:00,Bus_3,Clear,18,28,16,3086,0,3.35,490,4,373
19/11/2024,09:00:00,Bus_12,Rainy,20,20,10,5063,0,2.78,221,5,104
